loan_amnt,term,int_rate,grade,annual_inc,loan_status,purpose,dti,pub_rec,revol_util,annual_inc_range,loan_amnt_range,int_rate_range,revol_util_range,dti_range
10000, 36 months,9.91,B,50000,0,credit_card,9.1,0,37.5,25k-50k,5k-10k,7.5-10,20-40,5-10%
10000, 36 months,9.91,B,75000,0,debt_consolidation,11.23,0,61.9,50k-75k,5k-10k,7.5-10,60-80,10-15%
26000, 36 months,7.51,A,105000,0,debt_consolidation,15.3,0,78.6,100k+,25k+,7.5-10,60-80,15-20%
17475, 36 months,9.91,B,45408,0,debt_consolidation,24.92,0,49.2,25k-50k,15k-20k,7.5-10,40-60,20-25%
10400, 60 months,22.35,F,72000,1,debt_consolidation,8.82,0,99.3,50k-75k,10k-15k,15+,80+,5-10%
10000, 36 months,10.65,B,67500,0,credit_card,9.3,0,77.9,50k-75k,5k-10k,10-12.5,60-80,5-10%
17250, 36 months,19.42,E,60000,0,credit_card,4.08,0,72,50k-75k,15k-20k,15+,60-80,0-5%
10000, 36 months,6.62,A,65000,0,debt_consolidation,7.16,0,33.5,50k-75k,5k-10k,0-7.5,20-40,5-10%
12000, 60 months,13.49,C,55000,1,debt_consolidation,14.49,0,50.1,50k-75k,10k-15k,12.5-15,40-60,10-15%
19075, 60 months,18.25,D,48000,0,debt_consolidation,21.2,0,70.8,25k-50k,15k-20k,15+,60-80,20-25%
20000, 36 months,11.71,B,55000,0,credit_card,23.89,0,54.9,50k-75k,15k-20k,10-12.5,40-60,20-25%
24000, 36 months,7.9,A,65000,0,debt_consolidation,22.12,0,41.4,50k-75k,20k-25k,7.5-10,40-60,20-25%
17200, 60 months,17.27,D,55000,1,home_improvement,23.76,0,89,50k-75k,15k-20k,15+,80+,20-25%
15000, 36 months,8.9,A,75000,0,home_improvement,21.6,0,46.9,50k-75k,10k-15k,7.5-10,40-60,20-25%
10625, 36 months,11.71,B,30000,1,credit_card,23.2,0,70.4,25k-50k,10k-15k,10-12.5,60-80,20-25%
8400, 36 months,14.65,C,30000,0,credit_card,15.84,0,73.3,25k-50k,5k-10k,12.5-15,60-80,15-20%
16000, 36 months,15.96,C,60000,0,home_improvement,7.7,0,86.4,50k-75k,15k-20k,15+,80+,5-10%
18000, 60 months,16.77,D,59000,0,credit_card,4.62,0,83.9,50k-75k,15k-20k,15+,80+,0-5%
15000, 36 months,14.27,C,35000,0,credit_card,12.58,0,92,25k-50k,10k-15k,12.5-15,80+,10-15%
20675, 60 months,13.49,C,81800,0,debt_consolidation,17.85,0,61.2,75k-100k,20k-25k,12.5-15,60-80,15-20%
13225, 36 months,12.69,B,65000,0,credit_card,23.48,0,86.5,50k-75k,10k-15k,12.5-15,80+,20-25%
11775, 36 months,13.49,C,44400,0,credit_card,13.11,0,82.1,25k-50k,10k-15k,12.5-15,80+,10-15%
16400, 60 months,17.27,D,61500,1,credit_card,12.51,0,72.3,50k-75k,15k-20k,15+,60-80,10-15%
10075, 36 months,12.42,B,46000,0,credit_card,18.63,0,55.9,25k-50k,10k-15k,10-12.5,40-60,15-20%
10000, 36 months,14.27,C,62000,0,debt_consolidation,20.94,0,62.7,50k-75k,5k-10k,12.5-15,60-80,20-25%
14000, 36 months,12.42,B,88000,0,debt_consolidation,9.63,0,70.9,75k-100k,10k-15k,10-12.5,60-80,5-10%
13000, 36 months,9.91,B,50000,1,debt_consolidation,17.3,0,30.7,25k-50k,10k-15k,7.5-10,20-40,15-20%
15000, 36 months,11.71,B,75000,0,debt_consolidation,11.7,0,79.8,50k-75k,10k-15k,10-12.5,60-80,10-15%
9350, 36 months,7.51,A,100000,0,credit_card,10,0,69.4,75k-100k,5k-10k,7.5-10,60-80,5-10%
18225, 36 months,12.42,B,40000,0,debt_consolidation,19.65,0,87.9,25k-50k,15k-20k,10-12.5,80+,15-20%
3600, 36 months,6.62,A,88824,0,other,11.75,0,69.5,75k-100k,0-5k,0-7.5,60-80,10-15%
5000, 36 months,16.29,D,40000,0,car,9.57,0,92.2,25k-50k,0-5k,15+,80+,5-10%
6400, 36 months,16.29,D,50000,0,debt_consolidation,22.63,0,58.7,25k-50k,5k-10k,15+,40-60,20-25%
12000, 60 months,16.77,D,40000,1,debt_consolidation,18.66,0,92.1,25k-50k,10k-15k,15+,80+,15-20%
18000, 36 months,9.91,B,70000,0,credit_card,22.51,0,66.8,50k-75k,15k-20k,7.5-10,60-80,20-25%
8075, 60 months,22.35,F,35000,0,debt_consolidation,10.73,0,0,25k-50k,5k-10k,15+,,10-15%
15625, 36 months,8.9,A,45000,0,debt_consolidation,24.64,0,88.7,25k-50k,15k-20k,7.5-10,80+,20-25%
24000, 36 months,13.49,C,77000,0,credit_card,24.78,0,60.7,75k-100k,20k-25k,12.5-15,60-80,20-25%
5000, 36 months,14.27,C,61400,1,home_improvement,21.71,0,93.1,50k-75k,0-5k,12.5-15,80+,20-25%
7200, 36 months,9.91,B,90000,0,credit_card,8.59,0,49.9,75k-100k,5k-10k,7.5-10,40-60,5-10%
5000, 36 months,14.27,C,32000,1,debt_consolidation,20.93,0,98.4,25k-50k,0-5k,12.5-15,80+,20-25%
6600, 36 months,10.65,B,42000,0,credit_card,10.11,0,93.7,25k-50k,5k-10k,10-12.5,80+,10-15%
20000, 36 months,15.27,C,130000,0,debt_consolidation,9.67,0,46.8,100k+,15k-20k,15+,40-60,5-10%
8000, 36 months,12.42,B,35000,1,credit_card,23.79,0,76,25k-50k,5k-10k,10-12.5,60-80,20-25%
12000, 36 months,9.91,B,70000,0,home_improvement,10.46,0,79.5,50k-75k,10k-15k,7.5-10,60-80,10-15%
20000, 36 months,11.71,B,67000,0,credit_card,16.55,0,84,50k-75k,15k-20k,10-12.5,80+,15-20%
10000, 36 months,8.9,A,31000,0,debt_consolidation,20.79,0,75.3,25k-50k,5k-10k,7.5-10,60-80,20-25%
16000, 60 months,12.69,B,50000,1,debt_consolidation,26.11,0,26,25k-50k,15k-20k,12.5-15,20-40,25%+
18000, 36 months,16.29,D,66000,0,credit_card,15.67,0,92.9,50k-75k,15k-20k,15+,80+,15-20%
4000, 36 months,12.42,B,100000,0,credit_card,9.6,0,54.9,75k-100k,0-5k,10-12.5,40-60,5-10%
10000, 60 months,18.64,E,40000,1,credit_card,12.75,0,72.2,25k-50k,5k-10k,15+,60-80,10-15%
29500, 60 months,14.27,C,45000,0,debt_consolidation,19.09,0,47.4,25k-50k,25k+,12.5-15,40-60,15-20%
20125, 60 months,19.42,E,103000,0,credit_card,19.7,0,95.9,100k+,20k-25k,15+,80+,15-20%
30000, 60 months,21.28,F,137000,0,debt_consolidation,8.73,0,74,100k+,25k+,15+,60-80,5-10%
24000, 36 months,16.77,D,103000,0,debt_consolidation,15.34,0,92.1,100k+,20k-25k,15+,80+,15-20%
14000, 60 months,15.96,C,75000,0,debt_consolidation,12.62,0,67.6,50k-75k,10k-15k,15+,60-80,10-15%
5375, 36 months,10.65,B,42000,0,credit_card,17.69,0,79.8,25k-50k,5k-10k,10-12.5,60-80,15-20%
8300, 36 months,8.9,A,50000,0,debt_consolidation,6.24,0,79.1,25k-50k,5k-10k,7.5-10,60-80,5-10%
7000, 36 months,8.9,A,50000,0,debt_consolidation,16.68,0,62.9,25k-50k,5k-10k,7.5-10,60-80,15-20%
2425, 36 months,15.27,C,80004,0,home_improvement,23.92,0,76.8,75k-100k,0-5k,15+,60-80,20-25%
6950, 36 months,9.91,B,43000,0,credit_card,20.51,0,83,25k-50k,5k-10k,7.5-10,80+,20-25%
12375, 36 months,9.91,B,32000,0,credit_card,24.3,0,79.4,25k-50k,10k-15k,7.5-10,60-80,20-25%
14000, 60 months,17.27,D,60500,0,debt_consolidation,19.95,0,96.2,50k-75k,10k-15k,15+,80+,15-20%
14000, 36 months,14.27,C,35000,0,debt_consolidation,8.4,0,65.7,25k-50k,10k-15k,12.5-15,60-80,5-10%
5500, 36 months,14.27,C,24000,0,credit_card,22.8,0,86.5,0-25k,5k-10k,12.5-15,80+,20-25%
4800, 36 months,14.65,C,44600,0,credit_card,15.28,0,92.5,25k-50k,0-5k,12.5-15,80+,15-20%
9000, 36 months,12.69,B,52000,0,debt_consolidation,12.88,0,89.3,50k-75k,5k-10k,12.5-15,80+,10-15%
16000, 36 months,12.69,B,67000,0,credit_card,12.48,0,81.5,50k-75k,15k-20k,12.5-15,80+,10-15%
5000, 36 months,7.9,A,44136,0,debt_consolidation,3.37,0,87.9,25k-50k,0-5k,7.5-10,80+,0-5%
18500, 36 months,7.9,A,36000,0,debt_consolidation,13.63,0,84.3,25k-50k,15k-20k,7.5-10,80+,10-15%
5350, 36 months,15.27,C,52000,1,home_improvement,9.46,0,80.1,50k-75k,5k-10k,15+,80+,5-10%
25000, 60 months,12.69,B,65000,0,debt_consolidation,18.02,0,50.7,50k-75k,20k-25k,12.5-15,40-60,15-20%
10000, 36 months,10.65,B,36000,0,credit_card,11.2,0,74.2,25k-50k,5k-10k,10-12.5,60-80,10-15%
12000, 36 months,7.51,A,36500,0,debt_consolidation,24.1,0,65,25k-50k,10k-15k,7.5-10,60-80,20-25%
18000, 36 months,9.91,B,40000,0,debt_consolidation,11.85,0,52.2,25k-50k,15k-20k,7.5-10,40-60,10-15%
3000, 36 months,17.58,D,56604,0,other,6.78,0,96.8,50k-75k,0-5k,15+,80+,5-10%
6000, 36 months,7.9,A,23040,1,credit_card,12.66,0,62.3,0-25k,5k-10k,7.5-10,60-80,10-15%
20000, 60 months,16.77,D,90000,0,credit_card,16.77,0,77.3,75k-100k,15k-20k,15+,60-80,15-20%
10000, 36 months,9.91,B,52000,0,debt_consolidation,13.38,0,76,50k-75k,5k-10k,7.5-10,60-80,10-15%
5875, 36 months,7.9,A,17640,0,debt_consolidation,14.63,0,43.2,0-25k,5k-10k,7.5-10,40-60,10-15%
10000, 36 months,13.49,C,86000,0,debt_consolidation,10.1,0,91.6,75k-100k,5k-10k,12.5-15,80+,10-15%
28000, 36 months,11.71,B,118075,0,debt_consolidation,15.01,0,49.6,100k+,25k+,10-12.5,40-60,15-20%
11200, 36 months,11.71,B,48000,0,other,8.68,0,31.7,25k-50k,10k-15k,10-12.5,20-40,5-10%
10000, 36 months,14.27,C,65000,0,credit_card,6.85,0,59.4,50k-75k,5k-10k,12.5-15,40-60,5-10%
20000, 60 months,14.27,C,40000,0,debt_consolidation,20.61,0,65.8,25k-50k,15k-20k,12.5-15,60-80,20-25%
9450, 36 months,14.27,C,28800,0,credit_card,18.96,0,54,25k-50k,5k-10k,12.5-15,40-60,15-20%
19000, 60 months,16.77,D,38000,1,debt_consolidation,18.09,0,69.6,25k-50k,15k-20k,15+,60-80,15-20%
18825, 60 months,18.64,E,85000,0,debt_consolidation,14.77,0,91.2,75k-100k,15k-20k,15+,80+,10-15%
20400, 60 months,17.58,D,52000,0,credit_card,17.86,0,89.7,50k-75k,20k-25k,15+,80+,15-20%
21650, 36 months,12.69,B,62361,0,debt_consolidation,21.28,0,85.9,50k-75k,20k-25k,12.5-15,80+,20-25%
24000, 60 months,21.67,F,122400,1,debt_consolidation,9.98,0,25.9,100k+,20k-25k,15+,20-40,5-10%
9000, 36 months,10.65,B,45000,0,debt_consolidation,23.39,0,72.7,25k-50k,5k-10k,10-12.5,60-80,20-25%
15000, 60 months,11.71,B,75000,0,credit_card,14.05,0,74.5,50k-75k,10k-15k,10-12.5,60-80,10-15%
6000, 36 months,10.65,B,40000,0,debt_consolidation,20.73,0,46.8,25k-50k,5k-10k,10-12.5,40-60,20-25%
5600, 36 months,7.9,A,25000,0,credit_card,10.9,0,49.5,0-25k,5k-10k,7.5-10,40-60,10-15%
7000, 36 months,10.65,B,85000,0,debt_consolidation,5.22,0,96.1,75k-100k,5k-10k,10-12.5,80+,5-10%
20300, 60 months,14.27,C,80000,1,debt_consolidation,27.76,0,59.6,75k-100k,20k-25k,12.5-15,40-60,25%+
6000, 36 months,10.65,B,55000,0,credit_card,7.99,0,62.6,50k-75k,5k-10k,10-12.5,60-80,5-10%
30000, 60 months,14.27,C,62000,0,credit_card,21.25,0,44.8,50k-75k,25k+,12.5-15,40-60,20-25%
12000, 36 months,7.9,A,110000,0,debt_consolidation,4.85,0,64.4,100k+,10k-15k,7.5-10,60-80,0-5%
13650, 36 months,10.65,B,44000,0,credit_card,24.57,0,83.3,25k-50k,10k-15k,10-12.5,80+,20-25%
24000, 60 months,12.69,B,76000,0,debt_consolidation,21.65,0,56.3,75k-100k,20k-25k,12.5-15,40-60,20-25%
6200, 60 months,18.64,E,51000,0,credit_card,10.61,0,78.8,50k-75k,5k-10k,15+,60-80,10-15%
25000, 60 months,14.65,C,106000,0,credit_card,7.15,0,56.4,100k+,20k-25k,12.5-15,40-60,5-10%
12000, 36 months,13.49,C,42000,0,debt_consolidation,12.66,0,50.3,25k-50k,10k-15k,12.5-15,40-60,10-15%
2300, 36 months,7.51,A,78000,1,other,10.23,0,26.1,75k-100k,0-5k,7.5-10,20-40,10-15%
8875, 36 months,10.65,B,19240,0,debt_consolidation,18.21,0,52.7,0-25k,5k-10k,10-12.5,40-60,15-20%
18800, 60 months,21.28,F,75000,1,debt_consolidation,11.73,0,93.1,50k-75k,15k-20k,15+,80+,10-15%
12000, 60 months,11.71,B,75000,0,home_improvement,12.08,0,44.9,50k-75k,10k-15k,10-12.5,40-60,10-15%
9000, 36 months,7.9,A,52800,0,credit_card,7.93,0,36,50k-75k,5k-10k,7.5-10,20-40,5-10%
7600, 36 months,8.9,A,75000,0,debt_consolidation,16.26,0,84.3,50k-75k,5k-10k,7.5-10,80+,15-20%
16000, 60 months,11.71,B,40000,0,debt_consolidation,19.68,0,43.8,25k-50k,15k-20k,10-12.5,40-60,15-20%
12000, 60 months,18.25,D,24000,0,credit_card,11.8,0,91,0-25k,10k-15k,15+,80+,10-15%
22500, 60 months,20.89,F,45000,0,major_purchase,7.65,0,45,25k-50k,20k-25k,15+,40-60,5-10%
20000, 60 months,18.25,D,105000,0,debt_consolidation,12.74,0,90.4,100k+,15k-20k,15+,80+,10-15%
6000, 36 months,13.49,C,60000,0,debt_consolidation,9.82,0,72.5,50k-75k,5k-10k,12.5-15,60-80,5-10%
7200, 36 months,9.91,B,53000,0,credit_card,16.14,0,77.3,50k-75k,5k-10k,7.5-10,60-80,15-20%
8000, 36 months,10.65,B,46330,0,debt_consolidation,6.53,0,53.5,25k-50k,5k-10k,10-12.5,40-60,5-10%
24575, 60 months,19.03,E,59000,1,credit_card,19.75,0,63.7,50k-75k,20k-25k,15+,60-80,15-20%
19000, 36 months,7.51,A,95000,0,debt_consolidation,5.28,0,13.7,75k-100k,15k-20k,7.5-10,0-20,5-10%
14400, 36 months,15.27,C,58977,0,credit_card,12.88,0,86.4,50k-75k,10k-15k,15+,80+,10-15%
8400, 36 months,12.69,B,75000,0,wedding,3.81,0,63,50k-75k,5k-10k,12.5-15,60-80,0-5%
7500, 36 months,12.69,B,27000,0,debt_consolidation,13.82,0,67.6,25k-50k,5k-10k,12.5-15,60-80,10-15%
30000, 60 months,20.89,F,72000,0,debt_consolidation,17.6,0,86.9,50k-75k,25k+,15+,80+,15-20%
12375, 60 months,15.96,C,37000,0,credit_card,23.74,0,81.9,25k-50k,10k-15k,15+,80+,20-25%
10000, 36 months,7.51,A,69077,0,debt_consolidation,17.37,0,63.8,50k-75k,5k-10k,7.5-10,60-80,15-20%
22000, 60 months,17.27,D,54329,0,debt_consolidation,7.91,0,77.1,50k-75k,20k-25k,15+,60-80,5-10%
5000, 36 months,12.69,B,110000,0,other,20.02,0,62.8,100k+,0-5k,12.5-15,60-80,20-25%
21000, 36 months,16.29,D,63500,0,debt_consolidation,19.79,0,65.2,50k-75k,20k-25k,15+,60-80,15-20%
24000, 36 months,8.9,A,70000,0,home_improvement,1.77,0,36.2,50k-75k,20k-25k,7.5-10,20-40,0-5%
6000, 36 months,13.49,C,30000,0,medical,10.8,0,86.3,25k-50k,5k-10k,12.5-15,80+,10-15%
4800, 36 months,6.03,A,54996,0,other,5.89,0,38.3,50k-75k,0-5k,0-7.5,20-40,5-10%
5000, 36 months,20.89,F,21000,1,other,7.14,0,99.2,0-25k,0-5k,15+,80+,5-10%
5850, 36 months,14.65,C,38000,0,credit_card,23.59,0,91.8,25k-50k,5k-10k,12.5-15,80+,20-25%
21000, 60 months,11.71,B,75000,0,credit_card,8.88,0,82.7,50k-75k,20k-25k,10-12.5,80+,5-10%
17475, 60 months,17.27,D,56000,1,other,24.84,0,68.8,50k-75k,15k-20k,15+,60-80,20-25%
4750, 36 months,8.9,A,48000,0,home_improvement,10.07,0,3.7,25k-50k,0-5k,7.5-10,0-20,10-15%
5275, 36 months,7.51,A,50000,0,other,6.79,0,11.4,25k-50k,5k-10k,7.5-10,0-20,5-10%
9175, 36 months,12.69,B,28500,0,debt_consolidation,19.03,0,66,25k-50k,5k-10k,12.5-15,60-80,15-20%
9600, 36 months,16.77,D,37000,0,credit_card,19.62,0,58.6,25k-50k,5k-10k,15+,40-60,15-20%
22500, 36 months,14.27,C,70000,0,debt_consolidation,12.07,0,36.7,50k-75k,20k-25k,12.5-15,20-40,10-15%
12000, 60 months,22.06,F,80000,0,medical,8.54,0,9.8,75k-100k,10k-15k,15+,0-20,5-10%
10050, 60 months,17.27,D,74143.68,1,home_improvement,17.54,0,89.9,50k-75k,10k-15k,15+,80+,15-20%
19400, 36 months,12.69,B,50000,0,credit_card,17.66,0,72.3,25k-50k,15k-20k,12.5-15,60-80,15-20%
10000, 36 months,15.27,C,42000,1,credit_card,16.37,0,81.7,25k-50k,5k-10k,15+,80+,15-20%
10000, 36 months,15.27,C,53000,0,credit_card,13.77,1,68.7,50k-75k,5k-10k,15+,60-80,10-15%
4800, 36 months,10.65,B,22000,0,debt_consolidation,8.07,0,35.5,0-25k,0-5k,10-12.5,20-40,5-10%
18200, 36 months,11.71,B,42000,1,debt_consolidation,20.37,0,59.6,25k-50k,15k-20k,10-12.5,40-60,20-25%
6400, 36 months,12.69,B,35000,0,credit_card,14.33,0,69.6,25k-50k,5k-10k,12.5-15,60-80,10-15%
2500, 36 months,15.27,C,40000,0,debt_consolidation,15.27,0,67.3,25k-50k,0-5k,15+,60-80,15-20%
6300, 36 months,9.91,B,49000,0,credit_card,12.61,0,93.9,25k-50k,5k-10k,7.5-10,80+,10-15%
4400, 36 months,11.71,B,38000,0,credit_card,7.86,0,57.3,25k-50k,0-5k,10-12.5,40-60,5-10%
6000, 36 months,12.69,B,118000,0,credit_card,11.5,0,89.2,100k+,5k-10k,12.5-15,80+,10-15%
20500, 60 months,20.89,F,54000,0,debt_consolidation,18.02,0,0,50k-75k,20k-25k,15+,,15-20%
17000, 60 months,13.49,C,53000,1,debt_consolidation,21.03,0,84.6,50k-75k,15k-20k,12.5-15,80+,20-25%
18000, 36 months,7.9,A,60000,0,debt_consolidation,21.22,0,71.5,50k-75k,15k-20k,7.5-10,60-80,20-25%
10000, 36 months,12.69,B,44000,0,debt_consolidation,14.56,0,55.6,25k-50k,5k-10k,12.5-15,40-60,10-15%
16000, 60 months,11.71,B,52000,0,credit_card,19.73,0,64,50k-75k,15k-20k,10-12.5,60-80,15-20%
16000, 60 months,13.49,C,51000,0,credit_card,13.65,0,54.2,50k-75k,15k-20k,12.5-15,40-60,10-15%
11100, 36 months,15.27,C,45000,1,debt_consolidation,4.64,0,95.8,25k-50k,10k-15k,15+,80+,0-5%
12000, 60 months,19.42,E,40000,1,debt_consolidation,6.15,0,96.5,25k-50k,10k-15k,15+,80+,5-10%
5000, 36 months,11.71,B,20000,0,credit_card,11.4,0,93.9,0-25k,0-5k,10-12.5,80+,10-15%
21000, 60 months,17.27,D,42000,1,debt_consolidation,15.8,0,74.2,25k-50k,20k-25k,15+,60-80,15-20%
10625, 36 months,11.71,B,25000,0,debt_consolidation,15.12,0,76.7,0-25k,10k-15k,10-12.5,60-80,15-20%
18500, 36 months,7.51,A,112000,1,debt_consolidation,9.02,0,9.8,100k+,15k-20k,7.5-10,0-20,5-10%
3600, 36 months,12.42,B,30000,0,debt_consolidation,16.44,0,84.9,25k-50k,0-5k,10-12.5,80+,15-20%
12000, 36 months,8.9,A,35000,0,credit_card,10.35,0,81.2,25k-50k,10k-15k,7.5-10,80+,10-15%
11700, 36 months,11.71,B,30000,0,credit_card,22.48,0,89.5,25k-50k,10k-15k,10-12.5,80+,20-25%
15000, 36 months,14.27,C,70000,0,debt_consolidation,15.05,0,67.2,50k-75k,10k-15k,12.5-15,60-80,15-20%
13000, 36 months,9.91,B,105000,0,debt_consolidation,14.96,0,80.2,100k+,10k-15k,7.5-10,80+,10-15%
9500, 36 months,12.69,B,52000,1,debt_consolidation,18.95,0,64.5,50k-75k,5k-10k,12.5-15,60-80,15-20%
1800, 60 months,14.27,C,92496,0,other,20.9,0,89.1,75k-100k,0-5k,12.5-15,80+,20-25%
20000, 36 months,13.49,C,47000,0,home_improvement,19.86,0,86.4,25k-50k,15k-20k,12.5-15,80+,15-20%
6000, 36 months,8.9,A,24000,0,credit_card,11.55,0,88.7,0-25k,5k-10k,7.5-10,80+,10-15%
13000, 36 months,17.27,D,67000,0,debt_consolidation,20.61,0,45,50k-75k,10k-15k,15+,40-60,20-25%
14400, 36 months,6.62,A,50000,0,debt_consolidation,25.1,0,65.1,25k-50k,10k-15k,0-7.5,60-80,25%+
5000, 36 months,7.9,A,48996,0,debt_consolidation,28.07,0,58.6,25k-50k,0-5k,7.5-10,40-60,25%+
25000, 36 months,11.71,B,70000,0,debt_consolidation,17.14,0,48.4,50k-75k,20k-25k,10-12.5,40-60,15-20%
21650, 60 months,19.03,E,49000,0,debt_consolidation,17.19,0,72.7,25k-50k,20k-25k,15+,60-80,15-20%
19500, 60 months,16.77,D,85470,0,debt_consolidation,20.04,0,56.9,75k-100k,15k-20k,15+,40-60,20-25%
5200, 36 months,14.65,C,32160,0,debt_consolidation,23.47,0,33.2,25k-50k,5k-10k,12.5-15,20-40,20-25%
4000, 36 months,18.64,E,47000,1,other,12.94,0,99,25k-50k,0-5k,15+,80+,10-15%
15000, 36 months,12.69,B,62000,1,debt_consolidation,18.77,0,43.8,50k-75k,10k-15k,12.5-15,40-60,15-20%
8000, 36 months,11.71,B,115000,0,credit_card,2.07,0,76.2,100k+,5k-10k,10-12.5,60-80,0-5%
16500, 36 months,17.27,D,64000,1,credit_card,7.97,0,96,50k-75k,15k-20k,15+,80+,5-10%
11900, 60 months,12.42,B,96000,0,vacation,7.67,0,7.6,75k-100k,10k-15k,10-12.5,0-20,5-10%
12000, 36 months,9.91,B,40100,0,debt_consolidation,24.27,0,71.5,25k-50k,10k-15k,7.5-10,60-80,20-25%
10200, 36 months,6.03,A,75000,0,debt_consolidation,10.1,0,42.7,50k-75k,10k-15k,0-7.5,40-60,10-15%
12000, 36 months,11.71,B,95000,0,debt_consolidation,19.73,0,96.2,75k-100k,10k-15k,10-12.5,80+,15-20%
3000, 36 months,11.71,B,55000,1,credit_card,9.75,0,92.7,50k-75k,0-5k,10-12.5,80+,5-10%
11000, 36 months,6.62,A,37000,0,credit_card,18.78,0,64.8,25k-50k,10k-15k,0-7.5,60-80,15-20%
17000, 36 months,12.42,B,60500,0,debt_consolidation,17.91,0,61.5,50k-75k,15k-20k,10-12.5,60-80,15-20%
15000, 36 months,15.96,C,60000,0,credit_card,19.52,0,73.2,50k-75k,10k-15k,15+,60-80,15-20%
12000, 36 months,7.51,A,52000,0,credit_card,24.16,0,70.1,50k-75k,10k-15k,7.5-10,60-80,20-25%
29100, 60 months,23.91,G,95000,0,debt_consolidation,16.41,0,99.7,75k-100k,25k+,15+,80+,15-20%
16400, 36 months,15.96,C,140000,0,credit_card,12.71,0,89.5,100k+,15k-20k,15+,80+,10-15%
12000, 36 months,12.69,B,65000,0,credit_card,14.97,0,78.9,50k-75k,10k-15k,12.5-15,60-80,10-15%
9600, 36 months,15.96,C,47000,0,credit_card,18.69,0,87.2,25k-50k,5k-10k,15+,80+,15-20%
8000, 36 months,7.51,A,28000,0,debt_consolidation,19.46,0,46.5,25k-50k,5k-10k,7.5-10,40-60,15-20%
17500, 60 months,10.65,B,45256,1,debt_consolidation,22.01,0,63.7,25k-50k,15k-20k,10-12.5,60-80,20-25%
16000, 60 months,19.91,E,70000,0,debt_consolidation,10.71,0,96.9,50k-75k,15k-20k,15+,80+,10-15%
4000, 36 months,7.9,A,70000,0,credit_card,17.33,0,54.1,50k-75k,0-5k,7.5-10,40-60,15-20%
1500, 36 months,14.27,C,90000,0,major_purchase,9.45,0,61.4,75k-100k,0-5k,12.5-15,60-80,5-10%
8000, 36 months,12.42,B,30000,0,debt_consolidation,13.28,0,82,25k-50k,5k-10k,10-12.5,80+,10-15%
8000, 36 months,10.65,B,38000,0,debt_consolidation,16.83,0,59.9,25k-50k,5k-10k,10-12.5,40-60,15-20%
25000, 60 months,13.49,C,45000,0,vacation,3.65,0,0.4,25k-50k,20k-25k,12.5-15,0-20,0-5%
4000, 36 months,8.9,A,50000,0,home_improvement,22.63,0,70.8,25k-50k,0-5k,7.5-10,60-80,20-25%
10000, 36 months,11.71,B,27000,0,credit_card,14.13,0,76.9,25k-50k,5k-10k,10-12.5,60-80,10-15%
10000, 36 months,12.42,B,40000,0,debt_consolidation,23.07,0,67,25k-50k,5k-10k,10-12.5,60-80,20-25%
6000, 36 months,8.9,A,28675.92,0,credit_card,21.47,0,68.7,25k-50k,5k-10k,7.5-10,60-80,20-25%
18000, 36 months,7.9,A,72000,0,debt_consolidation,15.05,0,69.4,50k-75k,15k-20k,7.5-10,60-80,15-20%
3300, 36 months,11.71,B,90000,0,debt_consolidation,7.21,0,60.3,75k-100k,0-5k,10-12.5,60-80,5-10%
15000, 36 months,15.27,C,70000,1,debt_consolidation,8.25,0,91.8,50k-75k,10k-15k,15+,80+,5-10%
6000, 36 months,9.91,B,127000,0,other,18.77,0,91.7,100k+,5k-10k,7.5-10,80+,15-20%
20000, 60 months,18.25,D,62500,0,debt_consolidation,20.83,0,52.3,50k-75k,15k-20k,15+,40-60,20-25%
12200, 60 months,14.27,C,35000,1,debt_consolidation,13.13,1,26,25k-50k,10k-15k,12.5-15,20-40,10-15%
4200, 36 months,13.49,C,55044.48,0,moving,8.74,0,6,50k-75k,0-5k,12.5-15,0-20,5-10%
25000, 60 months,16.77,D,81000,1,credit_card,12.62,0,70.9,75k-100k,20k-25k,15+,60-80,10-15%
22575, 60 months,21.28,F,45000,0,debt_consolidation,12.99,0,78.9,25k-50k,20k-25k,15+,60-80,10-15%
20000, 36 months,14.65,C,90000,0,credit_card,18.17,0,69.5,75k-100k,15k-20k,12.5-15,60-80,15-20%
18000, 60 months,15.27,C,60000,0,debt_consolidation,9.6,0,70.2,50k-75k,15k-20k,15+,60-80,5-10%
10000, 36 months,12.42,B,76500,0,major_purchase,12.31,0,19.1,75k-100k,5k-10k,10-12.5,0-20,10-15%
12000, 36 months,9.91,B,63000,0,credit_card,16.48,0,75.1,50k-75k,10k-15k,7.5-10,60-80,15-20%
8000, 36 months,10.65,B,57000,0,debt_consolidation,20.53,0,69.2,50k-75k,5k-10k,10-12.5,60-80,20-25%
7175, 36 months,7.9,A,60000,1,small_business,7.9,0,94.1,50k-75k,5k-10k,7.5-10,80+,5-10%
15000, 36 months,12.69,B,80000,0,credit_card,6.55,0,70.6,75k-100k,10k-15k,12.5-15,60-80,5-10%
12000, 36 months,12.69,B,47840,0,debt_consolidation,9.73,0,80.1,25k-50k,10k-15k,12.5-15,80+,5-10%
20000, 60 months,18.64,E,55800,0,other,9.91,0,87.2,50k-75k,15k-20k,15+,80+,5-10%
15000, 36 months,6.03,A,130000,0,home_improvement,10.94,0,14.6,100k+,10k-15k,0-7.5,0-20,10-15%
12500, 36 months,11.71,B,80000,0,credit_card,5.86,0,79.2,75k-100k,10k-15k,10-12.5,60-80,5-10%
